account_id,client_id,iban,currency,opened_at,status
2110,1073,RU21105025675126804728937,EUR,2022-08-21 21:18:49,active
2111,1074,RU21118693104849634235597,RUB,2024-02-12 09:55:54,active
2112,1074,RU21125555489447398285076,EUR,2022-07-21 03:38:40,active
2113,1074,RU21133935373732626718453,EUR,2025-03-10 17:14:45,active
2114,1075,RU21147293463953845337470,EUR,2024-03-25 14:33:20,active
2115,1075,RU21157414870309220350977,USD,2024-08-29 05:09:04,active
2116,1075,RU21169003927183507335124,EUR,2023-02-23 09:14:46,active
2117,1076,RU21176714240135441796309,USD,2025-03-19 17:35:05,closed
2118,1076,RU21181282550063023984739,EUR,2023-05-31 13:16:07,active
2119,1077,RU21198179279831656841535,EUR,2022-07-13 21:49:52,active
2120,1077,RU21203316963960595728279,USD,2025-03-05 14:31:22,active
2121,1077,RU21216474946770132762985,USD,2022-10-11 14:10:56,blocked
2122,1078,RU21222712677708725375741,EUR,2022-11-01 15:24:29,active
2123,1078,RU21235913318907386497131,RUB,2024-09-18 13:35:39,active
2124,1079,RU21248990879295923754693,USD,2024-06-13 20:49:11,active
2125,1079,RU21259858815429864494796,RUB,2022-12-12 04:06:36,active
2126,1079,RU21264734553105616236341,RUB,2025-11-01 11:01:22,blocked
2127,1080,RU21274024165431431580076,EUR,2023-02-10 00:39:34,active
2128,1081,RU21289597668715657958661,EUR,2024-04-08 01:10:51,active
2129,1082,RU21292546568813873104159,USD,2022-10-04 08:32:22,blocked
2130,1082,RU21309008970241021194639,EUR,2024-06-12 22:05:43,active
2131,1083,RU21317331268254247180666,EUR,2022-12-12 06:50:32,active
2132,1083,RU21326164475174899195543,EUR,2023-07-29 20:32:03,active
2133,1083,RU21339777222340473887517,USD,2025-01-08 21:39:29,active
2134,1084,RU21348840993815503010731,USD,2024-01-31 14:48:29,active
2135,1084,RU21357972757687059116755,EUR,2024-05-17 21:16:58,active
2136,1084,RU21363413821140572710865,USD,2024-01-28 17:19:23,active
2137,1085,RU21372106599692290539118,EUR,2022-01-12 19:26:07,active
2138,1086,RU21389543781260304257096,EUR,2025-10-20 13:46:55,active
2139,1086,RU21395466409508127121888,USD,2025-07-17 02:00:50,active
2140,1086,RU21407499582228887050336,EUR,2022-09-14 00:44:40,active
2141,1087,RU21418734376840718238514,RUB,2024-06-23 01:40:25,active
2142,1087,RU21423999864764908486700,USD,2023-07-20 19:14:35,active
2143,1088,RU21431988950468842078113,USD,2023-12-06 18:17:40,active
2144,1088,RU21449172819718903670791,USD,2022-12-03 11:16:45,active
2145,1089,RU21459767947168847448689,EUR,2025-06-24 00:03:22,active
2146,1090,RU21468854248503328113494,USD,2022-06-01 06:30:39,active
2147,1090,RU21479787388748138052419,EUR,2023-05-08 22:33:21,active
2148,1090,RU21482006313194541084956,EUR,2025-08-08 03:43:30,active
2149,1091,RU21494263777880999317059,RUB,2025-04-10 18:42:34,active
2150,1091,RU21509743527465206051324,EUR,2022-10-03 11:08:45,active
2151,1092,RU21511554715043237561658,USD,2024-12-17 07:42:04,active
2152,1093,RU21523505824443255280766,USD,2025-02-11 21:38:44,active
2153,1093,RU21536144841322122396084,EUR,2023-07-15 18:33:20,active
2154,1093,RU21549210509764362015472,USD,2025-08-23 10:53:48,active
2155,1094,RU21551538360455689956396,USD,2025-12-23 17:48:46,active
2156,1095,RU21568307637026270939595,EUR,2025-09-04 05:32:16,active
2157,1095,RU21573754561655694151389,USD,2025-03-17 17:58:09,active
2158,1096,RU21584110908079552398325,USD,2022-08-03 17:10:48,active
2159,1097,RU21594131668727919414513,EUR,2025-10-19 11:49:37,active
2160,1097,RU21608994760636249547590,USD,2025-02-12 12:02:15,active
2161,1097,RU21612639685976454103454,EUR,2023-05-08 22:49:06,active
2162,1098,RU21622094424784090278137,EUR,2022-07-20 05:37:21,active
2163,1098,RU21634064878410275898194,USD,2022-05-09 21:38:21,active
2164,1098,RU21641363421045248154945,RUB,2022-02-09 10:49:19,active
2165,1099,RU21653117440762531566056,USD,2022-08-31 05:58:53,active
2166,1100,RU21663180601169978439865,RUB,2024-10-02 14:35:10,active
2167,1100,RU21674006622765858928596,RUB,2022-07-23 16:48:08,active
2168,1100,RU21683988156649344926758,RUB,2025-09-11 03:28:16,active
2169,1101,RU21696838441883338517524,RUB,2024-01-17 11:25:36,active
2170,1101,RU21701925744143036528745,RUB,2023-10-24 06:36:22,active
2171,1102,RU21716689977250134934245,EUR,2023-04-17 02:26:34,active
2172,1102,RU21727610736644628604582,EUR,2023-08-19 01:47:37,active
2173,1103,RU21739639100237942553696,EUR,2022-08-12 19:24:27,active
2174,1103,RU21745068095736559999958,EUR,2022-12-11 23:56:53,active
2175,1104,RU21751058710312063654025,RUB,2023-03-31 15:27:39,active
2176,1104,RU21767813751871696220695,EUR,2022-07-21 12:55:46,active
2177,1104,RU21772929075740372152087,USD,2024-12-29 03:15:09,active
2178,1105,RU21786011654885266098209,RUB,2024-03-27 20:16:34,active
2179,1106,RU21792846344718117823890,RUB,2025-02-18 23:04:23,active
2180,1107,RU21806782242272234981004,EUR,2022-08-11 11:21:10,active
2181,1107,RU21817809582877476213045,RUB,2023-04-19 14:21:24,active
2182,1107,RU21824831093589084460601,EUR,2022-01-13 14:32:36,active
2183,1108,RU21835272137653115208446,EUR,2024-01-31 11:17:38,active
2184,1108,RU21845350302506884389497,RUB,2023-06-20 22:47:49,active
2185,1109,RU21852631994154604967782,EUR,2024-03-16 17:50:25,active
2186,1109,RU21865282055896225709775,USD,2025-05-07 10:36:50,active
2187,1110,RU21876789829098123685968,USD,2023-02-09 10:12:12,active
2188,1110,RU21888957351086092584167,USD,2023-02-17 15:24:57,active
2189,1111,RU21891832262298371183386,RUB,2026-01-03 13:26:25,active
2190,1111,RU21905183475149387677463,EUR,2024-03-04 16:46:57,active
2191,1111,RU21917728968814647050570,EUR,2023-08-18 01:22:54,active
2192,1112,RU21925054008806166874913,RUB,2023-09-02 17:17:43,active
2193,1113,RU21937340910046411022604,RUB,2024-09-29 15:00:46,active
2194,1114,RU21943003961348927658094,EUR,2022-11-05 01:56:59,active
2195,1115,RU21958727903852001342350,RUB,2024-10-15 02:56:13,active
2196,1115,RU21962431390339958822307,RUB,2025-12-09 15:01:51,active
2197,1115,RU21977834468651728316591,EUR,2024-06-14 18:59:53,blocked
2198,1116,RU21984939302663683382775,RUB,2025-10-01 10:53:27,active
2199,1116,RU21996906255609204505379,EUR,2025-05-26 19:54:09,active
2200,1117,RU22009270658247628180462,RUB,2023-01-03 00:51:39,active
2201,1117,RU22019892728028448495368,USD,2022-09-16 17:56:58,active
2202,1118,RU22023953357893153589236,EUR,2025-05-11 05:09:50,active
2203,1119,RU22035511180966727100112,USD,2025-12-30 18:24:39,active
2204,1119,RU22049139684368871358605,EUR,2025-01-30 21:58:58,active
2205,1119,RU22053279420792560362277,USD,2024-02-06 00:10:01,active
2206,1120,RU22068477972994680040864,USD,2024-06-06 02:03:10,active
2207,1121,RU22079238979105483302962,RUB,2024-08-07 11:39:58,active
2208,1121,RU22081024793168752209759,EUR,2023-11-26 02:54:27,active
2209,1122,RU22091511320933936313294,RUB,2024-06-06 02:02:02,active
2210,1123,RU22108007416634959746676,EUR,2023-01-18 21:47:20,active
2211,1123,RU22112975989340975507576,EUR,2024-03-29 15:59:11,blocked
2212,1124,RU22126345668579555935156,USD,2025-01-04 17:07:12,active
2213,1124,RU22132205202622126426076,EUR,2024-05-17 07:23:21,blocked
2214,1125,RU22148316288854430630998,RUB,2022-02-13 14:50:15,active
2215,1126,RU22151500742600000283399,EUR,2023-09-09 22:08:32,active
2216,1126,RU22161410122878951137828,RUB,2024-05-01 06:09:20,active
2217,1127,RU22179667450697816653205,EUR,2025-03-28 04:00:56,active
2218,1127,RU22185666245849144282372,EUR,2024-12-01 16:28:33,active
2219,1128,RU22197825121138503148767,RUB,2023-11-12 23:36:58,active
2220,1128,RU22205743898970229002208,USD,2025-01-26 15:46:09,active
2221,1128,RU22214637197691185075088,EUR,2023-07-10 03:30:20,active
2222,1129,RU22221159905803710887197,RUB,2025-05-25 17:23:52,active
2223,1130,RU22231756407583991489042,USD,2023-04-15 07:14:09,active
2224,1130,RU22242009782490960470500,EUR,2025-06-19 13:12:02,active
2225,1131,RU22252937382338832860282,RUB,2022-04-14 03:53:09,active
2226,1131,RU22268184497992925765958,RUB,2025-09-16 14:45:46,active
2227,1132,RU22276413008099635862555,EUR,2024-09-25 17:29:03,active
2228,1133,RU22282833970621743345749,RUB,2023-06-25 23:36:34,active
2229,1133,RU22292778739125624102198,EUR,2024-01-13 11:57:58,active
2230,1133,RU22301045309602490888093,RUB,2022-03-30 01:30:20,active
2231,1134,RU22317334367762187412788,RUB,2023-10-08 14:06:34,closed
2232,1134,RU22322062257077015575493,EUR,2024-07-10 22:43:23,active
2233,1134,RU22337749252613358974491,EUR,2022-08-14 12:51:13,active
2234,1135,RU22347334482281719272268,RUB,2022-06-29 12:22:26,active
2235,1136,RU22351493482332636782449,EUR,2023-12-17 02:53:47,active
2236,1136,RU22361823062298270001638,EUR,2022-06-28 21:41:47,active
2237,1136,RU22372194449539545751539,USD,2022-06-30 02:19:44,active
2238,1137,RU22385118152632251169903,EUR,2022-03-07 00:19:22,active
2239,1138,RU22395880595432338592674,EUR,2025-01-28 03:22:11,active
2240,1139,RU22407730118729887942014,EUR,2025-12-19 10:28:53,active
2241,1139,RU22414979410539146382389,EUR,2022-11-29 13:49:29,active
2242,1140,RU22422649486522191961146,RUB,2023-06-08 23:56:49,active
2243,1140,RU22433780525366642388799,EUR,2023-12-09 08:25:36,active
2244,1141,RU22441926567743792567114,USD,2022-06-10 23:35:25,active
2245,1141,RU22454641236953944019570,EUR,2022-05-20 23:11:19,active
2246,1141,RU22461080632164929944052,USD,2024-08-29 10:40:40,active
2247,1142,RU22476500111291423836963,RUB,2024-10-29 22:08:39,active
2248,1142,RU22488593032111650090179,RUB,2023-03-22 09:26:02,active
2249,1142,RU22499925238849074623189,USD,2024-07-07 17:02:07,active
2250,1143,RU22507844775545007938517,RUB,2025-01-25 22:14:10,active
2251,1143,RU22517151533106805759515,RUB,2025-02-17 07:26:39,active
2252,1144,RU22525579939710035398549,EUR,2024-07-15 04:02:58,active
2253,1144,RU22539936391518643996661,RUB,2025-07-03 06:04:06,active
2254,1144,RU22544909437975629752813,USD,2023-12-06 20:26:31,active
2255,1145,RU22553831069394659612971,USD,2024-05-03 22:06:50,active
2256,1145,RU22561249419818349486191,RUB,2025-03-30 14:44:58,blocked
2257,1146,RU22572440419257170864128,EUR,2026-01-02 14:08:10,active
2258,1146,RU22581496359461609315973,USD,2022-02-09 20:08:07,active
2259,1147,RU22593128816936211191766,RUB,2022-07-11 05:58:47,active
2260,1147,RU22606525416014735870141,RUB,2024-05-16 02:09:55,active
2261,1148,RU22611787432401881550837,EUR,2022-04-06 13:34:41,active
2262,1148,RU22624803175781014354081,EUR,2023-11-01 21:07:02,active
2263,1148,RU22636996061289966908801,USD,2022-12-21 11:57:33,active
2264,1149,RU22649103536455590646911,RUB,2023-06-16 21:14:11,active
2265,1150,RU22657551653716032874672,RUB,2024-09-08 08:46:40,active
2266,1150,RU22662150105479486343855,RUB,2025-09-07 23:45:30,active
2267,1150,RU22675578362286114276720,USD,2022-01-27 04:35:29,active
2268,1151,RU22684903230803757914378,USD,2025-11-21 04:05:26,active
2269,1151,RU22694420838067384885727,EUR,2025-10-19 07:02:19,active
2270,1151,RU22703629063248572934573,USD,2023-11-19 21:14:16,active
2271,1152,RU22715423266302447318862,RUB,2025-08-03 08:09:26,active
2272,1152,RU22725004648665782483528,USD,2025-07-31 08:19:46,active
2273,1153,RU22732093058034695370509,RUB,2022-06-21 17:59:03,active
2274,1154,RU22749406807399097981728,RUB,2022-07-10 12:13:55,active
2275,1154,RU22751925816163401171676,EUR,2025-02-18 09:32:06,active
2276,1154,RU22762493027429867721149,RUB,2023-11-30 00:04:44,active
2277,1155,RU22771898617725886163044,RUB,2024-03-13 00:18:37,active
2278,1155,RU22781990610036669577884,USD,2025-06-15 22:05:14,active
2279,1156,RU22799985419823939963464,EUR,2024-07-09 19:13:26,active
2280,1157,RU22805688821836606823095,RUB,2024-12-30 02:20:52,active
2281,1157,RU22811496983689219723808,RUB,2022-03-07 22:40:26,active
2282,1158,RU22821440862286672931007,RUB,2025-01-12 00:26:45,active
2283,1158,RU22835894789410384504815,USD,2025-06-16 22:43:50,active
2284,1159,RU22842053363115465082827,USD,2024-02-04 08:19:28,active
2285,1159,RU22855013053144130678883,RUB,2024-12-29 17:26:10,active
2286,1160,RU22864277373260243031204,EUR,2023-06-27 01:11:10,active
2287,1161,RU22875576398727127135562,EUR,2023-10-24 15:00:56,active
2288,1161,RU22884078417620452918199,EUR,2022-02-16 02:42:05,active
2289,1162,RU22894713143747058460718,RUB,2024-11-08 10:35:09,active
2290,1163,RU22903344776092847844682,USD,2025-07-01 20:12:29,active
2291,1164,RU22914258006184987523819,RUB,2025-10-14 00:03:10,active
2292,1164,RU22922274873135994784918,RUB,2024-06-27 23:52:06,active
2293,1165,RU22934716874470151478501,RUB,2025-08-19 06:05:34,active
2294,1165,RU22944046772584710376321,USD,2023-10-07 09:00:53,active
2295,1165,RU22952074334056160421243,RUB,2024-08-31 18:12:04,active
2296,1166,RU22962146681125291479191,EUR,2023-11-26 06:48:34,active
2297,1167,RU22976400880178521959731,EUR,2022-02-28 00:32:11,active
2298,1167,RU22988568214344188875494,EUR,2023-01-02 12:55:37,active
2299,1168,RU22997423507340616407652,EUR,2024-05-24 11:12:28,active
2300,1168,RU23007158534812028207333,USD,2023-02-23 17:47:08,active
2301,1168,RU23013356771571950155961,RUB,2025-01-04 10:02:46,active
2302,1169,RU23026963685348745766838,EUR,2024-08-03 19:32:38,active
2303,1169,RU23039417027287192702192,USD,2025-07-13 13:31:30,active
2304,1169,RU23045545503041957975886,EUR,2023-09-06 14:40:30,active
2305,1170,RU23056444714765930162103,RUB,2022-12-14 11:25:18,active
2306,1170,RU23066561573249384005756,USD,2023-11-13 23:45:10,active
2307,1170,RU23079375520506269394796,RUB,2024-05-14 13:23:24,active
2308,1171,RU23089785689577561143631,USD,2022-06-04 16:29:27,active
2309,1171,RU23093289626540992101589,EUR,2022-03-18 06:44:10,active
2310,1172,RU23102688018536860501002,USD,2025-07-14 18:48:39,active
2311,1173,RU23116450782868411483660,EUR,2025-02-18 20:09:25,active
2312,1174,RU23126631294482631902260,RUB,2023-03-26 02:38:54,active
2313,1174,RU23138586647543428415802,RUB,2023-11-24 22:37:10,active
2314,1174,RU23147090398208338186736,USD,2025-11-16 07:10:58,active
2315,1175,RU23155249592957301979691,RUB,2022-02-10 20:47:39,active
2316,1176,RU23161506570348987572725,RUB,2025-08-04 11:57:15,active
2317,1176,RU23171252991624018494479,EUR,2025-07-30 11:46:32,active
2318,1176,RU23181876940225973979318,EUR,2024-09-06 22:50:48,active
2319,1177,RU23194406901371687322969,RUB,2026-01-06 00:12:49,closed
2320,1177,RU23205731177010398882558,EUR,2024-11-29 02:16:26,active
2321,1177,RU23219308712934387099625,EUR,2024-07-14 00:52:39,active
2322,1178,RU23221206724893283690778,USD,2025-10-26 03:14:35,active
2323,1179,RU23239896700460387274581,EUR,2025-07-23 02:47:19,active
2324,1179,RU23248519989231458005359,EUR,2023-03-27 03:17:01,blocked
2325,1179,RU23254680140695749156657,EUR,2025-06-28 08:48:38,active
2326,1180,RU23262109044899354858095,RUB,2023-04-18 10:11:40,active
2327,1180,RU23275732930336095094207,USD,2023-12-03 01:21:38,blocked
2328,1181,RU23285674847601205904364,USD,2025-12-11 04:52:43,active
2329,1181,RU23292591723807155056926,RUB,2023-08-04 16:14:50,active
2330,1181,RU23301431859728436668963,USD,2022-04-06 20:52:57,active
2331,1182,RU23318644428818139875325,EUR,2024-01-07 19:28:13,active
2332,1182,RU23326196716194192166599,RUB,2025-08-01 22:07:47,active
2333,1183,RU23336976302285334868868,RUB,2023-04-11 08:14:41,active
2334,1184,RU23345608774584183286495,EUR,2022-05-11 12:57:33,blocked
2335,1184,RU23352525079337577830042,USD,2024-11-13 13:14:04,active
2336,1184,RU23365654913287595504323,EUR,2024-07-20 21:57:24,active
2337,1185,RU23379700131622665510393,USD,2023-12-21 19:16:40,active
2338,1186,RU23381461402691456258941,EUR,2025-12-16 00:55:43,active
2339,1186,RU23397579787588041038032,USD,2023-02-19 23:29:41,active
2340,1186,RU23406358546174209234129,RUB,2022-07-03 04:09:07,active
2341,1187,RU23419297225430370227339,RUB,2022-06-24 18:02:34,active
2342,1187,RU23423620521087398395574,RUB,2024-05-07 06:23:05,active
2343,1188,RU23433067240772111262278,EUR,2025-10-20 09:53:33,active
2344,1188,RU23448185289804868022066,USD,2023-06-02 18:34:56,active
2345,1188,RU23456913813156471700592,EUR,2025-12-17 06:34:29,active
2346,1189,RU23466577804822012239600,RUB,2022-10-10 07:12:30,active
2347,1189,RU23478702314446843367160,EUR,2025-12-09 20:14:56,active
2348,1190,RU23483442638214606433859,RUB,2023-08-08 14:01:31,active
2349,1190,RU23495178738751897422450,RUB,2025-12-24 08:04:28,active
2350,1190,RU23501107131750582745381,RUB,2024-03-05 21:34:54,active
2351,1191,RU23512473961647645155276,USD,2024-05-21 05:22:30,active
2352,1192,RU23523538430926151022462,EUR,2024-06-19 23:52:12,active
2353,1192,RU23539925099763035405837,RUB,2024-04-22 22:19:37,active
2354,1193,RU23544690552871605829129,USD,2025-05-11 04:52:58,active
2355,1193,RU23551378969336807972073,RUB,2024-04-07 12:37:25,active
2356,1193,RU23565422824587153838888,USD,2025-09-29 13:14:26,active
2357,1194,RU23571628571537144045123,EUR,2025-03-15 13:58:13,active
2358,1195,RU23583766086362096770861,RUB,2022-02-04 06:15:49,active
2359,1195,RU23599264692230319815325,RUB,2022-04-25 17:26:28,active
2360,1196,RU23608515788073160762803,EUR,2023-01-21 16:44:29,active
2361,1196,RU23614757412662635977641,RUB,2022-09-11 14:13:06,closed
2362,1196,RU23624759746195698693322,USD,2022-06-17 17:03:28,active
2363,1197,RU23639470289640978768033,RUB,2023-06-15 20:34:52,active
2364,1198,RU23644066316650577806305,RUB,2023-05-14 23:51:30,active
2365,1198,RU23652527144689075381830,RUB,2025-04-26 07:31:01,active
2366,1199,RU23662334110577632419169,USD,2025-11-09 02:07:31,blocked
2367,1199,RU23673931959366327045443,RUB,2023-02-12 06:52:51,active
2368,1200,RU23683523515509249794157,EUR,2022-02-19 00:51:29,active
2369,1200,RU23698794929468563109660,USD,2022-02-13 21:25:16,active
2370,1200,RU23709269451272687919150,EUR,2022-04-09 03:30:21,active
2371,1201,RU23713386011286925210677,RUB,2022-04-12 11:48:44,active
2372,1201,RU23721385821944314304334,EUR,2024-07-12 14:19:33,active
2373,1201,RU23738990195679605219635,EUR,2024-04-29 06:36:59,active
2374,1202,RU23743504132522880684167,RUB,2023-12-19 06:21:28,active
2375,1202,RU23758819490905258737689,USD,2022-05-04 16:25:42,active
2376,1203,RU23762703630275627402787,USD,2025-05-07 23:48:32,active
2377,1204,RU23774893970296683697724,USD,2024-08-31 08:58:19,active
2378,1204,RU23789440658875325426376,EUR,2024-08-15 15:35:56,active
2379,1205,RU23796705071561246799746,USD,2024-12-21 16:09:45,closed
2380,1206,RU23806231694025602620477,EUR,2023-11-16 01:18:44,active
2381,1206,RU23814138575068381818220,RUB,2023-05-01 05:15:48,active
2382,1206,RU23827086564133329133399,USD,2024-07-02 23:21:34,active
2383,1207,RU23836525797216946356200,RUB,2022-06-21 21:10:52,active
2384,1208,RU23845406527898047127922,EUR,2022-10-08 12:33:48,active
2385,1208,RU23857408091518688531873,USD,2023-07-16 06:50:22,active
2386,1208,RU23861725015383823061857,RUB,2022-03-11 02:38:56,active
2387,1209,RU23876497190072348330824,RUB,2024-11-26 15:21:48,active
2388,1209,RU23884642178325410517860,EUR,2024-04-15 11:17:18,active
2389,1210,RU23897542660090054458621,USD,2023-10-17 09:17:40,active
2390,1211,RU23904022073311389100061,EUR,2022-07-15 08:47:09,active
2391,1211,RU23911070820143030747867,USD,2023-08-02 11:38:41,active
2392,1211,RU23926279456790398722980,EUR,2022-03-18 08:30:33,active
2393,1212,RU23936352912114197821002,EUR,2025-06-07 14:54:02,active
2394,1212,RU23944471082423849480450,USD,2023-01-24 16:47:38,active
2395,1213,RU23956135134237909809608,EUR,2024-11-26 02:01:46,active
2396,1213,RU23961461190261407739195,USD,2024-08-10 20:51:14,active
2397,1214,RU23978564930162856085044,RUB,2025-05-10 22:41:07,active
2398,1214,RU23988979862054522613832,USD,2025-05-13 00:05:12,blocked
2399,1215,RU23999231523962913998542,USD,2024-02-01 05:36:59,active
2400,1215,RU24003941630830975123522,USD,2022-02-15 08:03:57,active
2401,1216,RU24014921330086542142498,EUR,2022-10-26 16:59:53,active
2402,1217,RU24028368828257884575551,USD,2023-01-12 17:40:31,active
2403,1218,RU24036843313669985968661,RUB,2025-09-22 15:23:01,active
2404,1218,RU24043667311041856826140,USD,2022-10-14 08:08:50,active
2405,1219,RU24056610025162948269610,USD,2022-06-18 09:23:46,active
2406,1220,RU24069595402582273158327,RUB,2022-12-22 14:05:21,blocked
2407,1220,RU24072613240711032890911,RUB,2024-11-14 23:47:56,active
2408,1221,RU24089894410962960733592,USD,2023-04-02 21:18:08,active
2409,1222,RU24092239036038701607101,USD,2024-12-14 00:19:02,active
2410,1222,RU24101255938447169057287,RUB,2025-04-01 12:51:36,active
2411,1223,RU24111921550491019002430,EUR,2022-05-03 19:45:35,active
2412,1224,RU24129822573144061938946,EUR,2023-08-02 16:09:07,blocked
2413,1225,RU24131056440406012467836,EUR,2024-04-08 14:55:30,active
2414,1225,RU24141999332520683631963,EUR,2025-03-27 09:13:54,blocked
2415,1226,RU24157557513631027688009,USD,2024-07-03 16:25:30,active
2416,1226,RU24169066934647090934015,RUB,2024-02-08 05:34:18,closed
2417,1227,RU24179584424820881475071,USD,2022-09-26 13:46:29,active
2418,1228,RU24184768196488012830337,USD,2025-12-17 05:39:00,active
2419,1229,RU24192358369749414568965,USD,2025-08-17 16:31:06,active
2420,1229,RU24202880562078007183916,RUB,2025-02-08 17:01:58,active
2421,1230,RU24213102706991911086568,USD,2023-01-26 06:28:41,active
2422,1230,RU24224559017467483276234,EUR,2023-10-31 02:40:59,active
2423,1230,RU24236110740827698723773,RUB,2025-09-07 21:40:21,active
2424,1231,RU24243441676482364320824,USD,2025-06-26 06:34:11,active
2425,1231,RU24257195792089412241249,RUB,2024-03-09 13:24:02,active
2426,1232,RU24269104115427904667736,EUR,2024-12-15 04:53:39,active
2427,1232,RU24271289941585814222402,USD,2023-01-29 08:38:37,active
2428,1232,RU24287021213313268282168,USD,2024-11-15 20:25:09,blocked
2429,1233,RU24292343310308434863981,USD,2023-03-20 01:17:08,active
2430,1233,RU24302290752829589615439,RUB,2025-09-13 07:06:59,active
2431,1234,RU24318099699190553660443,USD,2022-08-28 11:38:38,blocked
2432,1235,RU24325531013342665804154,EUR,2024-08-13 00:32:00,active
2433,1235,RU24335157436039750341737,EUR,2024-11-25 17:13:08,blocked
2434,1235,RU24342902596586137964467,USD,2023-11-13 00:18:09,blocked
2435,1236,RU24357846153919705603752,EUR,2024-10-29 06:16:58,active
2436,1237,RU24368679416767518322064,RUB,2024-01-31 01:52:29,active
2437,1238,RU24371671239779124539224,RUB,2024-04-17 03:29:51,active
2438,1238,RU24387041814083990898294,EUR,2025-10-26 14:08:42,active
2439,1238,RU24398231475681997314260,RUB,2024-04-23 08:51:11,active
2440,1239,RU24407592480651347633980,USD,2023-01-19 14:30:53,active
2441,1239,RU24413997593251801951237,USD,2024-09-13 23:15:12,active
2442,1240,RU24426756573547334646682,RUB,2024-04-27 02:57:12,active
2443,1240,RU24433818512046278019982,RUB,2025-10-20 11:03:51,active
2444,1240,RU24446851023062982448453,EUR,2022-01-19 08:30:23,active
2445,1241,RU24454655582278670736353,EUR,2022-06-11 07:19:21,active
2446,1241,RU24469347179215822642416,USD,2023-11-16 08:34:51,active
2447,1241,RU24472588725591201838351,USD,2022-04-15 00:28:55,active
2448,1242,RU24484315474474670515956,EUR,2023-01-30 17:37:54,active
2449,1242,RU24495904407937485309645,RUB,2023-02-11 11:07:19,active
2450,1243,RU24501608349530223359589,USD,2025-06-26 23:16:55,active
2451,1244,RU24518233689750943507759,USD,2024-07-25 08:47:51,active
2452,1244,RU24527003593851521823630,EUR,2024-05-08 05:36:51,active
2453,1245,RU24532137544716792069694,EUR,2024-11-06 01:26:39,active
2454,1245,RU24547097298964748612251,EUR,2022-08-17 11:40:21,active
2455,1245,RU24558414716006851980237,EUR,2023-02-01 20:07:07,active
2456,1246,RU24565745355427399004339,EUR,2024-06-01 04:47:31,active
2457,1246,RU24571561895846464865027,EUR,2025-04-21 02:42:29,active
2458,1246,RU24586338258714471340511,USD,2023-04-21 11:18:17,closed
2459,1247,RU24598745286788602963446,RUB,2022-07-26 08:49:00,active
2460,1247,RU24603144906192499554921,USD,2023-11-30 03:22:24,active
2461,1247,RU24616517581310715689757,EUR,2022-02-26 14:10:42,active
2462,1248,RU24622614362634376483395,EUR,2025-03-07 12:14:19,blocked
2463,1248,RU24636135085275154118135,RUB,2023-02-21 00:17:36,active
2464,1248,RU24645809651485684592644,USD,2024-10-04 17:11:42,active
2465,1249,RU24657083099618758160024,RUB,2023-01-06 03:14:37,active
2466,1250,RU24669130988353741286177,RUB,2024-02-16 16:12:07,active
2467,1250,RU24678996055481789410653,RUB,2024-05-30 03:40:47,active
2468,1250,RU24686137841062521121139,EUR,2024-03-10 12:48:28,blocked
2469,1251,RU24692078885317130546216,RUB,2022-09-18 15:24:46,active
2470,1252,RU24701581356121737577055,RUB,2022-10-15 13:33:37,active
2471,1253,RU24712057130627295380600,USD,2024-03-21 22:22:27,active
2472,1253,RU24726823444244980682110,EUR,2022-03-12 09:15:52,blocked
2473,1253,RU24738397496432986924844,EUR,2024-07-16 04:47:45,active
2474,1254,RU24746052019281275798870,RUB,2024-01-17 23:15:17,active
2475,1254,RU24754539154419027764134,RUB,2022-05-10 21:15:32,active
2476,1254,RU24767682387844231735042,RUB,2025-05-22 21:04:43,active
2477,1255,RU24773250213367226449923,USD,2025-10-26 14:12:46,active
2478,1256,RU24781436862017640291231,EUR,2026-01-05 12:42:02,active
2479,1256,RU24797927445401821066213,USD,2025-05-06 06:29:48,active
2480,1256,RU24802798441457563240294,EUR,2025-04-05 14:44:38,active
2481,1257,RU24818674376118517830847,EUR,2023-04-26 12:39:32,active
2482,1257,RU24822831353443482022775,RUB,2024-11-16 13:35:27,active
2483,1258,RU24837932257152691489410,USD,2025-04-15 23:03:31,closed
2484,1258,RU24848538905149356123071,RUB,2023-09-21 00:33:54,blocked
2485,1258,RU24857845535935217980871,USD,2025-06-20 23:02:22,active
2486,1259,RU24861180272260011466314,RUB,2023-08-13 01:12:20,active
2487,1259,RU24879969213775560265713,USD,2025-11-03 16:01:12,active
2488,1259,RU24881848804195905026422,USD,2025-10-25 06:21:46,active
2489,1260,RU24894421580065296098449,USD,2022-01-21 06:14:15,blocked
2490,1261,RU24908754305238223196257,RUB,2025-09-09 14:53:00,active
2491,1261,RU24913602766802842662782,RUB,2025-10-17 09:03:13,closed
2492,1262,RU24924678495470612582203,USD,2025-06-08 19:34:55,active
2493,1263,RU24938124371673063902922,EUR,2025-06-24 15:11:46,blocked
2494,1263,RU24941138760066579571918,EUR,2024-08-18 23:35:33,active
2495,1263,RU24954870960885070410389,RUB,2023-07-25 13:20:57,active
2496,1264,RU24965928009244709447758,RUB,2022-11-11 06:22:07,active
2497,1264,RU24972469334942499398254,EUR,2025-02-01 04:54:37,active
2498,1264,RU24983159005458384815714,RUB,2023-08-27 09:08:01,active
